ind,sentence,talkNum,sentenceNum
231,"Working with Marilyn and giving it away has been very enjoyable.CA: I just find it — it's an inspirational thought to me, that by taking knowledge seriously, so much more can come from it.",2268,223
232,"Orange spaces are trouble too,  since any number except 1, 2, or 4 would take him to an inside space  or off the board.",380,23
233,"But, while I know that I may not look like the typical TED-izen, as you would say, I do like to make the point that we in global society, we are never as different as the appearances may suggest.So, if you will indulge me, I will share quickly with you a bit of verse, which I memorized as a young girl at 16 years of age.",4013,218
234,"If you invent something, Tesla invented electric power that we use, but he struggled to get it out to people.",2669,155
235,"It means we have the chance to change direction, a chance to have our voices heard, a chance to write ourselves into a future we want.",1731,105
236,"However, I believe that the most important thing we do as archaeologists is acknowledge that past people existed and lived lives worth learning about.",1860,40
237,"But we're also applying it to things that are not so traditional when you think about what cities are responsible for, things like increasing per capita income, increasing our population, improving our high school graduation rates, and perhaps the greatest challenge that we face as a city.At the dawn of the 1920s, Tulsa was home to the most vibrant African American community in the country.",1584,53
238,Natural gas will do everything we want it to do.,3309,67
239,"We have to start using cryptography in our mobiles, in our communications, in our computers.",1379,80
240,"It's being done by some in the industry, but not enough, so we're pushing a law in Congress called the SAFE Seafood Act, and I'm very excited today to announce the release of a chef's petition, where 450 chefs have signed a petition calling on Congress to support the SAFE Seafood Act.",2616,93
241,"So I spent some time trying to put this together, but wasn't having a whole lot of luck, and finally I decided, I'm going to get through this, I'm going to come in on a weekend, and I'm not going to leave until I figure out what this represents.",2583,52
